timepoints,scenario,specie,config,value
1986.5,high-extension,Halon-1301,1234,5.451332629
1986.5,high-extension,Halon-2402,1234,1.40408327
1986.5,high-extension,CF4,1234,13.34747534
1986.5,high-extension,C2F6,1234,2.097514287
1986.5,high-extension,C3F8,1234,0.215395364
1986.5,high-extension,c-C4F8,1234,1.81194993
1986.5,high-extension,C4F10,1234,0.267917706
1986.5,high-extension,C5F12,1234,0.231007499
1986.5,high-extension,C6F14,1234,0.247186022
1986.5,high-extension,C7F16,1234,0.166901643
1986.5,high-extension,C8F18,1234,0.100458073
1986.5,high-extension,NF3,1234,0.082974647
1986.5,high-extension,SF6,1234,4.354445156
1986.5,high-extension,SO2F2,1234,1.196833185
1986.5,high-extension,HFC-125,1234,0.000268069
1986.5,high-extension,HFC-134a,1234,0.00106775
1986.5,high-extension,HFC-143a,1234,0.761399531
1986.5,high-extension,HFC-152a,1234,1.087810186
1986.5,high-extension,HFC-227ea,1234,0.069442165
1986.5,high-extension,HFC-23,1234,9.519067348
1986.5,high-extension,HFC-236fa,1234,0.000214336
1986.5,high-extension,HFC-245fa,1234,0.0
1986.5,high-extension,HFC-32,1234,0.002523674
1986.5,high-extension,HFC-365mfc,1234,0.044739569
1986.5,high-extension,HFC-4310mee,1234,0.042337953
1986.5,high-extension,Solar,1234,
1986.5,high-extension,Volcanic,1234,
1986.5,high-extension,Aerosol-radiation interactions,1234,
1986.5,high-extension,Aerosol-cloud interactions,1234,
1986.5,high-extension,Ozone,1234,
1986.5,high-extension,Light absorbing particles on snow and ice,1234,
1986.5,high-extension,Stratospheric water vapour,1234,
1986.5,high-extension,Land use,1234,
1986.5,high-extension,Equivalent effective stratospheric chlorine,1234,
1986.5,high-overshoot,CO2 FFI,1234,20.60783875
1986.5,high-overshoot,CO2 AFOLU,1234,5.6929079
1986.5,high-overshoot,CO2,1234,26.30074665
1986.5,high-overshoot,CH4,1234,273.86648
1986.5,high-overshoot,N2O,1234,9.441242025
1986.5,high-overshoot,Sulfur,1234,133.5521093
1986.5,high-overshoot,BC,1234,6.77503617
1986.5,high-overshoot,OC,1234,24.57589289
1986.5,high-overshoot,NH3,1234,48.98461586
1986.5,high-overshoot,NOx,1234,121.8020874
1986.5,high-overshoot,VOC,1234,181.0094
1986.5,high-overshoot,CO,1234,930.6904843
1986.5,high-overshoot,CFC-11,1234,367.5317494
1986.5,high-overshoot,CFC-12,1234,506.1537895
1986.5,high-overshoot,CFC-113,1234,206.9724333
1986.5,high-overshoot,CFC-114,1234,22.98678214
1986.5,high-overshoot,CFC-115,1234,11.25662549
1986.5,high-overshoot,HCFC-22,1234,168.5935322
1986.5,high-overshoot,HCFC-141b,1234,0.900992949
1986.5,high-overshoot,HCFC-142b,1234,1.924449047
1986.5,high-overshoot,CCl4,1234,126.1761472
1986.5,high-overshoot,CHCl3,1234,424.6619992
1986.5,high-overshoot,CH2Cl2,1234,588.164555
1986.5,high-overshoot,CH3Cl,1234,5301.168029
1986.5,high-overshoot,CH3CCl3,1234,659.3801081
1986.5,high-overshoot,CH3Br,1234,168.6933299
1986.5,high-overshoot,Halon-1211,1234,8.447585679
1986.5,high-overshoot,Halon-1301,1234,5.451332629
1986.5,high-overshoot,Halon-2402,1234,1.40408327
1986.5,high-overshoot,CF4,1234,13.34747534
1986.5,high-overshoot,C2F6,1234,2.097514287
1986.5,high-overshoot,C3F8,1234,0.215395364
1986.5,high-overshoot,c-C4F8,1234,1.81194993
1986.5,high-overshoot,C4F10,1234,0.267917706
1986.5,high-overshoot,C5F12,1234,0.231007499
1986.5,high-overshoot,C6F14,1234,0.247186022
1986.5,high-overshoot,C7F16,1234,0.166901643
1986.5,high-overshoot,C8F18,1234,0.100458073
1986.5,high-overshoot,NF3,1234,0.082974647
1986.5,high-overshoot,SF6,1234,4.354445156
1986.5,high-overshoot,SO2F2,1234,1.196833185
1986.5,high-overshoot,HFC-125,1234,0.000268069
1986.5,high-overshoot,HFC-134a,1234,0.00106775
1986.5,high-overshoot,HFC-143a,1234,0.761399531
1986.5,high-overshoot,HFC-152a,1234,1.087810186
1986.5,high-overshoot,HFC-227ea,1234,0.069442165
1986.5,high-overshoot,HFC-23,1234,9.519067348
1986.5,high-overshoot,HFC-236fa,1234,0.000214336
1986.5,high-overshoot,HFC-245fa,1234,0.0
1986.5,high-overshoot,HFC-32,1234,0.002523674
1986.5,high-overshoot,HFC-365mfc,1234,0.044739569
1986.5,high-overshoot,HFC-4310mee,1234,0.042337953
1986.5,high-overshoot,Solar,1234,
1986.5,high-overshoot,Volcanic,1234,
1986.5,high-overshoot,Aerosol-radiation interactions,1234,
1986.5,high-overshoot,Aerosol-cloud interactions,1234,
1986.5,high-overshoot,Ozone,1234,
1986.5,high-overshoot,Light absorbing particles on snow and ice,1234,
1986.5,high-overshoot,Stratospheric water vapour,1234,
1986.5,high-overshoot,Land use,1234,
1986.5,high-overshoot,Equivalent effective stratospheric chlorine,1234,
1986.5,medium-extension,CO2 FFI,1234,20.60783875
1986.5,medium-extension,CO2 AFOLU,1234,5.6929079
1986.5,medium-extension,CO2,1234,26.30074665
1986.5,medium-extension,CH4,1234,273.86648
1986.5,medium-extension,N2O,1234,9.441242025
1986.5,medium-extension,Sulfur,1234,133.5521093
1986.5,medium-extension,BC,1234,6.77503617
1986.5,medium-extension,OC,1234,24.57589289
1986.5,medium-extension,NH3,1234,48.98461586
1986.5,medium-extension,NOx,1234,121.8020874
1986.5,medium-extension,VOC,1234,181.0094
1986.5,medium-extension,CO,1234,930.6904843
1986.5,medium-extension,CFC-11,1234,367.5317494
1986.5,medium-extension,CFC-12,1234,506.1537895
1986.5,medium-extension,CFC-113,1234,206.9724333
1986.5,medium-extension,CFC-114,1234,22.98678214
1986.5,medium-extension,CFC-115,1234,11.25662549
1986.5,medium-extension,HCFC-22,1234,168.5935322
1986.5,medium-extension,HCFC-141b,1234,0.900992949
1986.5,medium-extension,HCFC-142b,1234,1.924449047
1986.5,medium-extension,CCl4,1234,126.1761472
1986.5,medium-extension,CHCl3,1234,424.6619992
1986.5,medium-extension,CH2Cl2,1234,588.164555
1986.5,medium-extension,CH3Cl,1234,5301.168029
1986.5,medium-extension,CH3CCl3,1234,659.3801081
1986.5,medium-extension,CH3Br,1234,168.6933299
1986.5,medium-extension,Halon-1211,1234,8.447585679
1986.5,medium-extension,Halon-1301,1234,5.451332629
1986.5,medium-extension,Halon-2402,1234,1.40408327
1986.5,medium-extension,CF4,1234,13.34747534
1986.5,medium-extension,C2F6,1234,2.097514287
1986.5,medium-extension,C3F8,1234,0.215395364
1986.5,medium-extension,c-C4F8,1234,1.81194993
1986.5,medium-extension,C4F10,1234,0.267917706
1986.5,medium-extension,C5F12,1234,0.231007499
1986.5,medium-extension,C6F14,1234,0.247186022
1986.5,medium-extension,C7F16,1234,0.166901643
1986.5,medium-extension,C8F18,1234,0.100458073
1986.5,medium-extension,NF3,1234,0.082974647
1986.5,medium-extension,SF6,1234,4.354445156
1986.5,medium-extension,SO2F2,1234,1.196833185
1986.5,medium-extension,HFC-125,1234,0.000268069
1986.5,medium-extension,HFC-134a,1234,0.00106775
1986.5,medium-extension,HFC-143a,1234,0.761399531
1986.5,medium-extension,HFC-152a,1234,1.087810186
1986.5,medium-extension,HFC-227ea,1234,0.069442165
1986.5,medium-extension,HFC-23,1234,9.519067348
1986.5,medium-extension,HFC-236fa,1234,0.000214336
1986.5,medium-extension,HFC-245fa,1234,0.0
1986.5,medium-extension,HFC-32,1234,0.002523674
1986.5,medium-extension,HFC-365mfc,1234,0.044739569
1986.5,medium-extension,HFC-4310mee,1234,0.042337953
1986.5,medium-extension,Solar,1234,
1986.5,medium-extension,Volcanic,1234,
1986.5,medium-extension,Aerosol-radiation interactions,1234,
1986.5,medium-extension,Aerosol-cloud interactions,1234,
1986.5,medium-extension,Ozone,1234,
1986.5,medium-extension,Light absorbing particles on snow and ice,1234,
1986.5,medium-extension,Stratospheric water vapour,1234,
1986.5,medium-extension,Land use,1234,
1986.5,medium-extension,Equivalent effective stratospheric chlorine,1234,
1986.5,medium-overshoot,CO2 FFI,1234,20.60783875
1986.5,medium-overshoot,CO2 AFOLU,1234,5.6929079
1986.5,medium-overshoot,CO2,1234,26.30074665
1986.5,medium-overshoot,CH4,1234,273.86648
1986.5,medium-overshoot,N2O,1234,9.441242025
1986.5,medium-overshoot,Sulfur,1234,133.5521093
1986.5,medium-overshoot,BC,1234,6.77503617
1986.5,medium-overshoot,OC,1234,24.57589289
1986.5,medium-overshoot,NH3,1234,48.98461586
1986.5,medium-overshoot,NOx,1234,121.8020874
1986.5,medium-overshoot,VOC,1234,181.0094
1986.5,medium-overshoot,CO,1234,930.6904843
1986.5,medium-overshoot,CFC-11,1234,367.5317494
1986.5,medium-overshoot,CFC-12,1234,506.1537895
1986.5,medium-overshoot,CFC-113,1234,206.9724333
1986.5,medium-overshoot,CFC-114,1234,22.98678214
1986.5,medium-overshoot,CFC-115,1234,11.25662549
1986.5,medium-overshoot,HCFC-22,1234,168.5935322
1986.5,medium-overshoot,HCFC-141b,1234,0.900992949
1986.5,medium-overshoot,HCFC-142b,1234,1.924449047
1986.5,medium-overshoot,CCl4,1234,126.1761472
1986.5,medium-overshoot,CHCl3,1234,424.6619992
1986.5,medium-overshoot,CH2Cl2,1234,588.164555
1986.5,medium-overshoot,CH3Cl,1234,5301.168029
1986.5,medium-overshoot,CH3CCl3,1234,659.3801081
1986.5,medium-overshoot,CH3Br,1234,168.6933299
1986.5,medium-overshoot,Halon-1211,1234,8.447585679
1986.5,medium-overshoot,Halon-1301,1234,5.451332629
1986.5,medium-overshoot,Halon-2402,1234,1.40408327
1986.5,medium-overshoot,CF4,1234,13.34747534
1986.5,medium-overshoot,C2F6,1234,2.097514287
1986.5,medium-overshoot,C3F8,1234,0.215395364
1986.5,medium-overshoot,c-C4F8,1234,1.81194993
1986.5,medium-overshoot,C4F10,1234,0.267917706
1986.5,medium-overshoot,C5F12,1234,0.231007499
1986.5,medium-overshoot,C6F14,1234,0.247186022
1986.5,medium-overshoot,C7F16,1234,0.166901643
1986.5,medium-overshoot,C8F18,1234,0.100458073
1986.5,medium-overshoot,NF3,1234,0.082974647
1986.5,medium-overshoot,SF6,1234,4.354445156
1986.5,medium-overshoot,SO2F2,1234,1.196833185
1986.5,medium-overshoot,HFC-125,1234,0.000268069
1986.5,medium-overshoot,HFC-134a,1234,0.00106775
1986.5,medium-overshoot,HFC-143a,1234,0.761399531
1986.5,medium-overshoot,HFC-152a,1234,1.087810186
1986.5,medium-overshoot,HFC-227ea,1234,0.069442165
1986.5,medium-overshoot,HFC-23,1234,9.519067348
1986.5,medium-overshoot,HFC-236fa,1234,0.000214336
1986.5,medium-overshoot,HFC-245fa,1234,0.0
1986.5,medium-overshoot,HFC-32,1234,0.002523674
1986.5,medium-overshoot,HFC-365mfc,1234,0.044739569
1986.5,medium-overshoot,HFC-4310mee,1234,0.042337953
1986.5,medium-overshoot,Solar,1234,
1986.5,medium-overshoot,Volcanic,1234,
1986.5,medium-overshoot,Aerosol-radiation interactions,1234,
1986.5,medium-overshoot,Aerosol-cloud interactions,1234,
1986.5,medium-overshoot,Ozone,1234,
1986.5,medium-overshoot,Light absorbing particles on snow and ice,1234,
1986.5,medium-overshoot,Stratospheric water vapour,1234,
1986.5,medium-overshoot,Land use,1234,
1986.5,medium-overshoot,Equivalent effective stratospheric chlorine,1234,
1986.5,low,CO2 FFI,1234,20.60783875
1986.5,low,CO2 AFOLU,1234,5.6929079
1986.5,low,CO2,1234,26.30074665
1986.5,low,CH4,1234,273.86648
1986.5,low,N2O,1234,9.441242025
1986.5,low,Sulfur,1234,133.5521093
1986.5,low,BC,1234,6.77503617
1986.5,low,OC,1234,24.57589289
1986.5,low,NH3,1234,48.98461586
1986.5,low,NOx,1234,121.8020874
1986.5,low,VOC,1234,181.0094
1986.5,low,CO,1234,930.6904843
1986.5,low,CFC-11,1234,367.5317494
1986.5,low,CFC-12,1234,506.1537895
1986.5,low,CFC-113,1234,206.9724333
1986.5,low,CFC-114,1234,22.98678214
1986.5,low,CFC-115,1234,11.25662549
1986.5,low,HCFC-22,1234,168.5935322
1986.5,low,HCFC-141b,1234,0.900992949
1986.5,low,HCFC-142b,1234,1.924449047
1986.5,low,CCl4,1234,126.1761472
1986.5,low,CHCl3,1234,424.6619992
1986.5,low,CH2Cl2,1234,588.164555
1986.5,low,CH3Cl,1234,5301.168029
1986.5,low,CH3CCl3,1234,659.3801081
1986.5,low,CH3Br,1234,168.6933299
1986.5,low,Halon-1211,1234,8.447585679
1986.5,low,Halon-1301,1234,5.451332629
1986.5,low,Halon-2402,1234,1.40408327
1986.5,low,CF4,1234,13.34747534
1986.5,low,C2F6,1234,2.097514287
1986.5,low,C3F8,1234,0.215395364
1986.5,low,c-C4F8,1234,1.81194993
1986.5,low,C4F10,1234,0.267917706
1986.5,low,C5F12,1234,0.231007499
1986.5,low,C6F14,1234,0.247186022
1986.5,low,C7F16,1234,0.166901643
1986.5,low,C8F18,1234,0.100458073
1986.5,low,NF3,1234,0.082974647
1986.5,low,SF6,1234,4.354445156
1986.5,low,SO2F2,1234,1.196833185
1986.5,low,HFC-125,1234,0.000268069
1986.5,low,HFC-134a,1234,0.00106775
1986.5,low,HFC-143a,1234,0.761399531
1986.5,low,HFC-152a,1234,1.087810186
1986.5,low,HFC-227ea,1234,0.069442165
1986.5,low,HFC-23,1234,9.519067348
1986.5,low,HFC-236fa,1234,0.000214336
1986.5,low,HFC-245fa,1234,0.0
1986.5,low,HFC-32,1234,0.002523674
1986.5,low,HFC-365mfc,1234,0.044739569
1986.5,low,HFC-4310mee,1234,0.042337953
1986.5,low,Solar,1234,
1986.5,low,Volcanic,1234,
1986.5,low,Aerosol-radiation interactions,1234,
1986.5,low,Aerosol-cloud interactions,1234,
1986.5,low,Ozone,1234,
1986.5,low,Light absorbing particles on snow and ice,1234,
1986.5,low,Stratospheric water vapour,1234,
1986.5,low,Land use,1234,
1986.5,low,Equivalent effective stratospheric chlorine,1234,
1986.5,verylow,CO2 FFI,1234,20.60783875
1986.5,verylow,CO2 AFOLU,1234,5.6929079
1986.5,verylow,CO2,1234,26.30074665
1986.5,verylow,CH4,1234,273.86648
1986.5,verylow,N2O,1234,9.441242025
1986.5,verylow,Sulfur,1234,133.5521093
1986.5,verylow,BC,1234,6.77503617
1986.5,verylow,OC,1234,24.57589289
1986.5,verylow,NH3,1234,48.98461586
1986.5,verylow,NOx,1234,121.8020874
1986.5,verylow,VOC,1234,181.0094
1986.5,verylow,CO,1234,930.6904843
1986.5,verylow,CFC-11,1234,367.5317494
1986.5,verylow,CFC-12,1234,506.1537895
1986.5,verylow,CFC-113,1234,206.9724333
1986.5,verylow,CFC-114,1234,22.98678214
1986.5,verylow,CFC-115,1234,11.25662549
1986.5,verylow,HCFC-22,1234,168.5935322
1986.5,verylow,HCFC-141b,1234,0.900992949
1986.5,verylow,HCFC-142b,1234,1.924449047
1986.5,verylow,CCl4,1234,126.1761472
1986.5,verylow,CHCl3,1234,424.6619992
1986.5,verylow,CH2Cl2,1234,588.164555
1986.5,verylow,CH3Cl,1234,5301.168029
1986.5,verylow,CH3CCl3,1234,659.3801081
1986.5,verylow,CH3Br,1234,168.6933299
1986.5,verylow,Halon-1211,1234,8.447585679
1986.5,verylow,Halon-1301,1234,5.451332629
1986.5,verylow,Halon-2402,1234,1.40408327
1986.5,verylow,CF4,1234,13.34747534
1986.5,verylow,C2F6,1234,2.097514287
1986.5,verylow,C3F8,1234,0.215395364
1986.5,verylow,c-C4F8,1234,1.81194993
1986.5,verylow,C4F10,1234,0.267917706
1986.5,verylow,C5F12,1234,0.231007499
1986.5,verylow,C6F14,1234,0.247186022
1986.5,verylow,C7F16,1234,0.166901643
1986.5,verylow,C8F18,1234,0.100458073
1986.5,verylow,NF3,1234,0.082974647
1986.5,verylow,SF6,1234,4.354445156
1986.5,verylow,SO2F2,1234,1.196833185
1986.5,verylow,HFC-125,1234,0.000268069
1986.5,verylow,HFC-134a,1234,0.00106775
1986.5,verylow,HFC-143a,1234,0.761399531
1986.5,verylow,HFC-152a,1234,1.087810186
1986.5,verylow,HFC-227ea,1234,0.069442165
1986.5,verylow,HFC-23,1234,9.519067348
1986.5,verylow,HFC-236fa,1234,0.000214336
1986.5,verylow,HFC-245fa,1234,0.0
1986.5,verylow,HFC-32,1234,0.002523674
1986.5,verylow,HFC-365mfc,1234,0.044739569
1986.5,verylow,HFC-4310mee,1234,0.042337953
1986.5,verylow,Solar,1234,
1986.5,verylow,Volcanic,1234,
1986.5,verylow,Aerosol-radiation interactions,1234,
1986.5,verylow,Aerosol-cloud interactions,1234,
1986.5,verylow,Ozone,1234,
1986.5,verylow,Light absorbing particles on snow and ice,1234,
1986.5,verylow,Stratospheric water vapour,1234,
1986.5,verylow,Land use,1234,
1986.5,verylow,Equivalent effective stratospheric chlorine,1234,
1986.5,verylow-overshoot,CO2 FFI,1234,20.60783875
1986.5,verylow-overshoot,CO2 AFOLU,1234,5.6929079
1986.5,verylow-overshoot,CO2,1234,26.30074665
1986.5,verylow-overshoot,CH4,1234,273.86648
1986.5,verylow-overshoot,N2O,1234,9.441242025
1986.5,verylow-overshoot,Sulfur,1234,133.5521093
1986.5,verylow-overshoot,BC,1234,6.77503617
1986.5,verylow-overshoot,OC,1234,24.57589289
1986.5,verylow-overshoot,NH3,1234,48.98461586
1986.5,verylow-overshoot,NOx,1234,121.8020874
1986.5,verylow-overshoot,VOC,1234,181.0094
1986.5,verylow-overshoot,CO,1234,930.6904843
1986.5,verylow-overshoot,CFC-11,1234,367.5317494
1986.5,verylow-overshoot,CFC-12,1234,506.1537895
1986.5,verylow-overshoot,CFC-113,1234,206.9724333
1986.5,verylow-overshoot,CFC-114,1234,22.98678214
1986.5,verylow-overshoot,CFC-115,1234,11.25662549
1986.5,verylow-overshoot,HCFC-22,1234,168.5935322
1986.5,verylow-overshoot,HCFC-141b,1234,0.900992949
1986.5,verylow-overshoot,HCFC-142b,1234,1.924449047
1986.5,verylow-overshoot,CCl4,1234,126.1761472
1986.5,verylow-overshoot,CHCl3,1234,424.6619992
1986.5,verylow-overshoot,CH2Cl2,1234,588.164555
1986.5,verylow-overshoot,CH3Cl,1234,5301.168029
1986.5,verylow-overshoot,CH3CCl3,1234,659.3801081
1986.5,verylow-overshoot,CH3Br,1234,168.6933299
1986.5,verylow-overshoot,Halon-1211,1234,8.447585679
1986.5,verylow-overshoot,Halon-1301,1234,5.451332629
1986.5,verylow-overshoot,Halon-2402,1234,1.40408327
1986.5,verylow-overshoot,CF4,1234,13.34747534
1986.5,verylow-overshoot,C2F6,1234,2.097514287
1986.5,verylow-overshoot,C3F8,1234,0.215395364
1986.5,verylow-overshoot,c-C4F8,1234,1.81194993
1986.5,verylow-overshoot,C4F10,1234,0.267917706
1986.5,verylow-overshoot,C5F12,1234,0.231007499
1986.5,verylow-overshoot,C6F14,1234,0.247186022
1986.5,verylow-overshoot,C7F16,1234,0.166901643
1986.5,verylow-overshoot,C8F18,1234,0.100458073
1986.5,verylow-overshoot,NF3,1234,0.082974647
1986.5,verylow-overshoot,SF6,1234,4.354445156
1986.5,verylow-overshoot,SO2F2,1234,1.196833185
1986.5,verylow-overshoot,HFC-125,1234,0.000268069
1986.5,verylow-overshoot,HFC-134a,1234,0.00106775
1986.5,verylow-overshoot,HFC-143a,1234,0.761399531
1986.5,verylow-overshoot,HFC-152a,1234,1.087810186
1986.5,verylow-overshoot,HFC-227ea,1234,0.069442165
1986.5,verylow-overshoot,HFC-23,1234,9.519067348
1986.5,verylow-overshoot,HFC-236fa,1234,0.000214336
1986.5,verylow-overshoot,HFC-245fa,1234,0.0
1986.5,verylow-overshoot,HFC-32,1234,0.002523674
1986.5,verylow-overshoot,HFC-365mfc,1234,0.044739569
1986.5,verylow-overshoot,HFC-4310mee,1234,0.042337953
1986.5,verylow-overshoot,Solar,1234,
1986.5,verylow-overshoot,Volcanic,1234,
1986.5,verylow-overshoot,Aerosol-radiation interactions,1234,
1986.5,verylow-overshoot,Aerosol-cloud interactions,1234,
1986.5,verylow-overshoot,Ozone,1234,
1986.5,verylow-overshoot,Light absorbing particles on snow and ice,1234,
1986.5,verylow-overshoot,Stratospheric water vapour,1234,
1986.5,verylow-overshoot,Land use,1234,
1986.5,verylow-overshoot,Equivalent effective stratospheric chlorine,1234,
1987.5,high-extension,CO2 FFI,1234,21.24611893
1987.5,high-extension,CO2 AFOLU,1234,5.514651481
1987.5,high-extension,CO2,1234,26.760770411000003
1987.5,high-extension,CH4,1234,278.99061
1987.5,high-extension,N2O,1234,9.625584418
1987.5,high-extension,Sulfur,1234,135.9238481
1987.5,high-extension,BC,1234,6.97407441
1987.5,high-extension,OC,1234,25.92732243
1987.5,high-extension,NH3,1234,49.97375865
1987.5,high-extension,NOx,1234,125.6598148
1987.5,high-extension,VOC,1234,188.8791791
1987.5,high-extension,CO,1234,967.6539273
1987.5,high-extension,CFC-11,1234,378.2855039
1987.5,high-extension,CFC-12,1234,550.1151404
1987.5,high-extension,CFC-113,1234,239.1776405
1987.5,high-extension,CFC-114,1234,22.15484175
1987.5,high-extension,CFC-115,1234,12.09788282
1987.5,high-extension,HCFC-22,1234,162.3166829
1987.5,high-extension,HCFC-141b,1234,0.121812814
1987.5,high-extension,HCFC-142b,1234,1.160081848
1987.5,high-extension,CCl4,1234,121.0370267
1987.5,high-extension,CHCl3,1234,433.0573238
1987.5,high-extension,CH2Cl2,1234,593.8444059
1987.5,high-extension,CH3Cl,1234,5301.888229
1987.5,high-extension,CH3CCl3,1234,705.7803994
1987.5,high-extension,CH3Br,1234,170.6788498
1987.5,high-extension,Halon-1211,1234,9.044178825
1987.5,high-extension,Halon-1301,1234,5.654292255
1987.5,high-extension,Halon-2402,1234,1.50920818
1987.5,high-extension,CF4,1234,13.35716739
1987.5,high-extension,C2F6,1234,2.166528337
1987.5,high-extension,C3F8,1234,0.23763666
1987.5,high-extension,c-C4F8,1234,1.561722377
1987.5,high-extension,C4F10,1234,0.258811444
1987.5,high-extension,C5F12,1234,0.25099293
1987.5,high-extension,C6F14,1234,0.284595049
1987.5,high-extension,C7F16,1234,0.171978837
1987.5,high-extension,C8F18,1234,0.121308952
1987.5,high-extension,NF3,1234,0.086165977
1987.5,high-extension,SF6,1234,4.571111089
1987.5,high-extension,SO2F2,1234,0.946807097
1987.5,high-extension,HFC-125,1234,6.51e-05
1987.5,high-extension,HFC-134a,1234,0.006867859
1987.5,high-extension,HFC-143a,1234,0.953974323
1987.5,high-extension,HFC-152a,1234,1.454755451
1987.5,high-extension,HFC-227ea,1234,0.0
1987.5,high-extension,HFC-23,1234,9.859763723
1987.5,high-extension,HFC-236fa,1234,0.000193625
1987.5,high-extension,HFC-245fa,1234,0.0
1987.5,high-extension,HFC-32,1234,0.002290185
1987.5,high-extension,HFC-365mfc,1234,0.01055543
1987.5,high-extension,HFC-4310mee,1234,0.060810208
1987.5,high-extension,Solar,1234,
1987.5,high-extension,Volcanic,1234,
1987.5,high-extension,Aerosol-radiation interactions,1234,
1987.5,high-extension,Aerosol-cloud interactions,1234,
1987.5,high-extension,Ozone,1234,
1987.5,high-extension,Light absorbing particles on snow and ice,1234,
1987.5,high-extension,Stratospheric water vapour,1234,
1987.5,high-extension,Land use,1234,
1987.5,high-extension,Equivalent effective stratospheric chlorine,1234,
